n1.name,n2.name,r.statistic_score
CMAS,PSMD6,0.85
CMAS,RBBP8,0.85
CMAS,REXO2,0.85
CMAS,LUC7L3,0.85
CMAS,NUDC,0.85
CMAS,TMED2,0.2
CMAS,EFR3A,0.85
CMAS,TRA2B,0.85
CMAS,HYPK,0.85
CMAS,IARS1,0.85
CMAS,WDR7,0.85
CMAS,ZNHIT6,0.85
CMAS,DNM1L,0.2
CMAS,FBXO28,0.85
CMAS,NAE1,0.575
EDA2R,HRAS,0.464
EDA2R,KRAS,0.6
EDA2R,NRAS,0.464
INTS14,CLPX,0.2
TRMO,HRAS,0.44
TRMO,NRAS,0.44
TRMO,KRAS,0.44
FAHD2A,NAE1,0.647
YJU2,MBD3,0.2
YJU2,PRPF19,0.304
YJU2,TP53,0.1775
SKA1,TSC22D2,0.3
RNASE1,TRIB3,0.3
SUV39H2,ZWINT,0.2
SUV39H2,RAD51,0.3
SUV39H2,KRAS,0.6
BDP1,CDCA8,0.85
BDP1,CHD1,0.2
BDP1,COX16,0.85
BDP1,WDR70,0.85
BDP1,MARS1,0.85
BDP1,GFI1B,0.85
BDP1,MRPS11,0.85
BDP1,SEC22B,0.85
BDP1,MRPL33,0.85
BDP1,NACA,0.85
BDP1,RPL11,0.85
BDP1,RPL13,0.85
BDP1,EXOSC9,0.85
BDP1,NCAPD2,0.85
BDP1,EIF4G2,0.85
BDP1,FH,0.85
BDP1,TTC4,0.85
BDP1,PPP2R1A,0.85
C2orf16,KRAS,0.455
C2orf16,NRAS,0.455
C2orf16,HRAS,0.455
DCK,TNNI3K,0.461
DCK,ELF2,0.2
DCK,PFKFB1,0.85
DCK,EPHA1,0.5
DCK,LMTK2,0.467
DCK,TOP1,0.85
DCK,FURIN,0.5
DCK,KDR,0.473
DCK,HMGA1,0.85
DCK,TAF5,0.3
DCK,PLK3,0.488
DCK,PKIA,0.575
DCK,RNASEL,0.5
DCK,MAP3K1,0.5
DCK,RIPK2,0.446
DCK,SPHK1,0.473
DCK,GRK6,0.488
DCK,TAB2,0.56
DCK,RRM1,0.5
DCK,TYRO3,0.446
DCK,PKMYT1,0.551
DCK,MAPKAP1,0.455
DCK,ITPKC,0.467
DCK,STAT4,0.5
DCK,TNK1,0.5
DCK,EPHB1,0.551
DCK,ESPL1,0.3
DCK,VRK3,0.467
DCK,DLGAP4,0.5
DCK,STK17A,0.482
DCK,EHMT2,0.85
DCK,PSMB4,0.5
DCK,STYXL1,0.443
DCK,MAP2K7,0.467
DCK,MAGI3,0.563
DCK,PI4K2A,0.485
DCK,RIPK1,0.476
DCK,KHK,0.464
DCK,MAP3K7,0.479
DCK,MAPK10,0.5
DCK,DGKA,0.56
DCK,STK33,0.467
DCK,PRKD2,0.467
DCK,GPX1,0.85
DCK,WNK4,0.554
DCK,HCK,0.554
DCK,FLT1,0.482
DCK,TK2,0.44
DCK,SNRK,0.479
DCK,PRKD3,0.551
DCK,SMC3,0.3
DCK,RBM12,0.5
DCK,UCK1,0.572
DCK,MAP4K5,0.449
DCK,DVL2,0.5
DCK,NEK6,0.464
DCK,MARK1,0.569
DCK,NRF1,0.3
DCK,KCND1,0.5
DCK,TAOK3,0.551
DCK,PSMB10,0.5
DCK,PRKAG3,0.485
DCK,PANK2,0.566
DCK,HIPK1,0.485
DCK,SLC30A2,0.5
DCK,RPS6KL1,0.557
DCK,MAPKAPK3,0.473
DCK,PRKDC,0.85
DCK,PKN2,0.5
DCK,SMAD4,0.5
DCK,MAPKAPK2,0.455
DCK,FER,0.473
DCK,PAK1,0.464
DCK,PDPK1,0.47
IFFO1,MAP3K3,0.3
ACTR1A,KRAS,0.44
ACTR1A,HRAS,0.44
ACTR1A,ARL3,0.2
ACTR1A,NRAS,0.44
CA1,BRCA1,0.3
CA1,TNR,0.2
DNAJC12,FKBP9,0.3
FLT3,VHL,0.85
FLT3,KIT,0.56
FLT3,MAPK8,0.56
OGDH,TBRG4,0.2
OGDH,ZMIZ2,0.2
DHX32,IL13RA1,0.3
DHX32,BCAR3,0.3
DHX32,S100A11,0.3
RTRAF,PRPF39,0.2
RTRAF,HNRNPC,0.2
RTRAF,PAPOLA,0.2
RTRAF,MED6,0.2
RTRAF,MNAT1,0.2
RTRAF,CDKN3,0.2
RTRAF,EXOC5,0.2
RTRAF,ZMAT3,0.3
H3C6,H4C1,0.2
H3C6,H4C5,0.2
H3C6,H4C8,0.2
NFATC1,SLC22A2,0.44
NFATC1,ORM1,0.44
NFATC1,RET,0.44
NFATC1,PDGFRA,0.44
NFATC1,SLC22A1,0.44
NFATC1,PDGFRB,0.44
NFATC1,RECQL4,0.3
NFATC1,PTCD1,0.3
NFATC1,NTRK1,0.44
NFATC1,PTGS1,0.44
GPT,TP53,0.3
ZNF506,ZNF91,0.2
WRAP53,ZBTB32,0.548
WRAP53,XRCC2,0.56
CCL19,TSKS,0.3
NOS1,ATM,0.3
IL3,SIGLEC8,0.2
WFDC13,KRAS,0.6
TRIM36,KRAS,0.6
HDAC2,SMARCA4,0.85
HDAC2,HAGH,0.75
HDAC2,NAE1,0.611
HDAC2,MATR3,0.3
HDAC2,RNGTT,0.2
HDAC2,KLHL23,0.3
HDAC2,VHL,0.85
HDAC2,PHIP,0.2
HDAC2,MAP2K1,0.85
HDAC2,TRMT11,0.2
ZFP30,ZNF567,0.2
ZFP30,ZNF470,0.2
GYPE,TAS2R8,0.3
GYPE,KRT76,0.3
PLEKHB1,KRAS,0.6
CCDC27,PTEN,0.3
TRAF3IP3,LCP2,0.3
TRAF3IP3,NKG7,0.3
IPO5,OBI1,0.2
ATP5F1A,SNRPD1,0.2
ATP5F1A,TXNL1,0.2
ATP5F1A,HDHD2,0.2
HUWE1,NRAS,0.527
CRLS1,ITPA,0.2
BIRC6,NAE1,0.575
HIP1,WNT10B,0.3
DPM1,MOCS3,0.2
CAP2,LAMB2,0.161
CAP2,CFL2,0.2
CAP2,RUSC2,0.167
NKAP,NRAS,0.443
EBNA1BP2,POLR2K,0.85
EBNA1BP2,INTS5,0.85
EBNA1BP2,SEH1L,0.85
EBNA1BP2,EXOSC4,0.85
EBNA1BP2,FH,0.85
EBNA1BP2,WDR61,0.85
EBNA1BP2,PFAS,0.85
EBNA1BP2,EXOSC9,0.85
EBNA1BP2,YTHDC1,0.85
EBNA1BP2,GCK,0.3
EBNA1BP2,GNL3L,0.85
EBNA1BP2,PELO,0.85
EBNA1BP2,RPL10,0.85
EBNA1BP2,MRPS27,0.85
EBNA1BP2,TUBGCP3,0.85
EBNA1BP2,REXO2,0.85
EBNA1BP2,HSPA4,0.3
EBNA1BP2,NOL8,0.85
EBNA1BP2,PTTG1,0.85
EBNA1BP2,RABGEF1,0.3
EBNA1BP2,PMF1,0.85
EBNA1BP2,MICOS10-NBL1,0.85
EBNA1BP2,FGD4,0.3
EBNA1BP2,PNN,0.85
EBNA1BP2,SPAG7,0.85
EBNA1BP2,RBM17,0.85
EBNA1BP2,NACA,0.85
OR1N2,SLPI,0.3
OR1N2,S100A11,0.3
OR1N2,UPP1,0.3
LRP10,SERPINB6,0.2
NLGN3,BRCA2,0.3
NLGN3,PTEN,0.3
YIPF1,PTEN,0.3
KCMF1,NRAS,0.452
VXN,MYBL1,0.2
METTL3,PRPF39,0.2
IP6K3,RHBDF1,0.3
IP6K3,RPN2,0.3
MGRN1,HCFC1,0.3
MGRN1,ZNF500,0.2
ANGPT1,DMBX1,0.3
ANGPT1,TP53,0.3
RBP2,S100A11,0.3
HSF1,INS,0.56
HSF1,ZNF696,0.2
HSF1,TMED6,0.3
HSF1,NAE1,0.575
HSF1,RECQL4,0.2
HSF1,TP53,0.56
HSF1,IQGAP2,0.3
HSF1,NTRK3,0.3
HSF1,PRDM5,0.3
GPR37L1,NAE1,0.647
AHSA1,NAE1,0.575
GTF2E2,MYC,0.509
DCTN4,ZNF574,0.85
DCTN4,NSMCE4A,0.85
DCTN4,SPAG7,0.85
DCTN4,VPS72,0.85
DCTN4,RPL36A,0.85
DCTN4,NACA,0.85
DCTN4,MASTL,0.85
DCTN4,PSMD1,0.85
DCTN4,TTC4,0.85
DCTN4,EXOSC9,0.85
DCTN4,INTS5,0.85
DCTN4,TRNAU1AP,0.85
DCTN4,KRAS,0.6
DCTN4,NFYC,0.85
DCTN4,SKA3,0.85
DCTN4,PAFAH1B1,0.85
DCTN4,RIOK2,0.2
DCTN4,MED28,0.85
DCTN4,PPP2R1A,0.85
DCTN4,WDR61,0.85
DCTN4,HRAS,0.449
DCTN4,NRAS,0.449
DCTN4,YAF2,0.2
DCTN4,LEO1,0.85
DCTN4,POLR2K,0.85
DCTN4,FH,0.85
DCTN4,EIF3M,0.85
DCTN4,TUBGCP3,0.85
DCTN4,TRRAP,0.85
PCDHGB3,PCDHGC3,0.2
RBMX2,VBP1,0.2
TP53BP1,USP11,0.1775
ADIPOR1,CD46,0.2
ADIPOR1,ARF1,0.2
ADIPOR1,SDHC,0.2
ADIPOR1,CYB5R1,0.2
ITSN2,MELK,0.3
MED1,MRPL3,0.85
MED1,SLC7A1,0.85
MED1,METTL17,0.85
MED1,TAF1A,0.85
MED1,TUBGCP3,0.85
MED1,NACA,0.85
MED1,SPAG7,0.85
MED1,POU2F1,0.2
MED1,POLR2K,0.85
MED1,METAP2,0.85
MED1,VPS72,0.85
MED1,RPLP1,0.85
MED1,POLR3A,0.85
MED1,MRPL32,0.85
MED1,SLC7A6OS,0.85
MED1,MRPL36,0.85
MED1,ZWINT,0.85
MED1,MED24,0.85
MED1,MRPS35,0.85
MED1,PDRG1,0.85
MED1,PTTG1,0.85
MED1,RPL5,0.85
MED1,PRIM2,0.85
MED1,TTC4,0.85
MED1,RPS18,0.85
MED1,MRPL10,0.85
MED1,TAF1,0.85
MED1,SRSF7,0.85
MED1,TP53,0.2
MED1,NUP54,0.85
MED1,REXO2,0.85
MED1,SMNDC1,0.85
MED1,MRPS9,0.85
MED1,XRN2,0.85
MED1,PMF1,0.85
MED1,PPP2R2A,0.85
MED1,NFE2L1,0.85
NUP155,RAD1,0.2
CYB5B,MBTPS2,0.85
C12orf4,NAE1,0.611
FOXP1,PTCD1,0.3
CD40,NAE1,0.629
PLOD1,UCK2,0.85
PLOD1,HTRA1,0.3
PLOD1,CALU,0.3
PLOD1,RRAS,0.3
PLOD1,CD63,0.3
CYCS,TWSG1,0.1775
CYCS,PARP1,0.1775
CYCS,RB1,0.1775
CYCS,PML,0.1775
CYCS,SNX13,0.2
MRPS35,NUP54,0.85
MRPS35,TPM2,0.3
MRPS35,TUBGCP3,0.85
MRPS35,SF3B1,0.85
MRPS35,RPL13,0.85
MRPS35,TAF1,0.85
MRPS35,REXO2,0.85
MRPS35,NFE2L1,0.85
MRPS35,PSMB6,0.85
MRPS35,PNO1,0.3
MRPS35,PGK1,0.85
ATG5,KRAS,0.446
ATG5,BECN1,0.1775
ATG5,HRAS,0.446
ATG5,UBC,0.3
ATG5,MAP1LC3A,0.1775
ATG5,DERL1,0.3
ATG5,CASP3,0.1775
ATG5,NAE1,0.575
ATG5,UBE2H,0.3
ATG5,DNAJB6,0.3
ATG5,MTOR,0.1775
ATG5,NRAS,0.446
ATG5,MMADHC,0.3
ATG5,ITFG1,0.3
UBXN6,CUL7,0.3
XK,NRAS,0.47
PGD,SDHC,0.85
CNTNAP1,NRAS,0.455
CNTNAP1,EGFR,0.1775
CNTNAP1,HRAS,0.455
CNTNAP1,KRAS,0.455
ATP2C1,TMEM165,0.6
RAPSN,RASAL2,0.3
RAPSN,SLCO4A1,0.3
ARMCX4,NRAS,0.44
ARMCX4,KRAS,0.44
ARMCX4,HRAS,0.44
ATRN,POLR3F,0.2
PRPF19,TP53,0.1775
PRPF19,SF1,0.2
PRPF19,KRAS,0.6
PRPF19,WDR74,0.2
NTNG1,PNPT1,0.3
NTNG1,PCBP1,0.3
CRB3,SSH3,0.3
CRB3,EVPL,0.3
PWWP3A,NAE1,0.629
EPS15,LRCH4,0.3
KCNU1,RGS19,0.3
KCNH2,MYT1,0.2
PRKCZ,PTPRZ1,0.85
PRKCZ,TK1,0.85
PRKCZ,PTPRE,0.85
PRKCZ,TSPO,0.85
LIPG,NRAS,0.449
LIPG,KRAS,0.6
MRPL30,KRAS,0.6
MRPL30,NRAS,0.488
NSMCE4A,RNGTT,0.85
NSMCE4A,TTC4,0.85
NSMCE4A,WARS2,0.85
NSMCE4A,PPP2R1A,0.85
NSMCE4A,RPL8,0.85
NSMCE4A,NUP85,0.85
NSMCE4A,WDR61,0.85
NSMCE4A,SKIV2L,0.85
NSMCE4A,SDHC,0.85
NSMCE4A,PWP1,0.85
NSMCE4A,PRMT5,0.85
NSMCE4A,PRDX3,0.2
NSMCE4A,RPL13,0.85
NSMCE4A,SNRPC,0.85
NSMCE4A,PSMB7,0.85
NSMCE4A,SF3B1,0.85
NSMCE4A,RPP30,0.85
NSMCE4A,STRBP,0.3
NSMCE4A,SMC5,0.85
NSMCE4A,NUP54,0.85
NSMCE4A,TRMT5,0.85
NSMCE4A,SPAG7,0.85
NSMCE4A,PDSS2,0.85
NSMCE4A,PPWD1,0.85
NSMCE4A,TRPM7,0.85
NSMCE4A,MCM2,0.3
NSMCE4A,ZWINT,0.85
NSMCE4A,SFXN4,0.2
NSMCE4A,ZNF830,0.85
KNTC1,NFYB,0.2
KNTC1,NUP153,0.3
KNTC1,LIG1,0.3
KNTC1,CDCA7,0.3
KNTC1,PLA2R1,0.3
KNTC1,CENPA,0.3
KNTC1,SBNO1,0.2
SCN1B,BRCA1,0.3
CNKSR1,MYC,0.557
CNKSR1,KRAS,0.6
THUMPD1,USP7,0.2
TMEM74,BRCA1,0.3
SRMS,BRCA1,0.3
PTCD2,TAF9,0.2
TSTA3,BRCA1,0.3
DDX39B,HRAS,0.473
DDX39B,KRAS,0.473
DDX39B,NRAS,0.473
HCRT,MAPK12,0.85
HCRT,HMGCR,0.85
HCRT,PIK3CD,0.85
HCRT,TPSAB1,0.85
HCRT,NR5A1,0.85
HCRT,RPS6KA4,0.85
HCRT,KCNQ4,0.85
HCRT,MAP4K1,0.85
HCRT,HMGA1,0.85
HCRT,PTGIR,0.85
TAF9,UTP15,0.2
TAF9,TTC37,0.2
TAF9,TRIM23,0.2
TAF9,LMAN1,0.3
GTSE1,SMARCB1,0.2
GTSE1,MAP4,0.5
GTSE1,TUBB1,0.5
GTSE1,SLCO1B3,0.5
GTSE1,NAE1,0.5
GTSE1,MAP2,0.5
GTSE1,RACGAP1,0.3
GTSE1,CIP2A,0.2
GTSE1,MAPT,0.5
GTSE1,NR1I2,0.5
GTSE1,MYBL2,0.3
MRPS10,RRM2,0.85
MRPS10,NACA,0.85
MRPS10,XPO1,0.85
MRPS10,NFE2L1,0.85
MRPS10,REXO2,0.85
MRPS10,SLCO4A1,0.3
MRPS10,NAE1,0.629
BAG5,NAE1,0.629
COPB2,BRCA1,0.3
COPB2,SENP2,0.2
COPB2,GFPT1,0.2
COPB2,KRAS,0.2
WDR36,KRAS,0.6
EMC1,FH,0.85
EMC1,TTC4,0.85
EMC1,INTS5,0.85
EMC1,EXOSC9,0.85
PARD6A,LCK,0.4
PARD6A,ABL1,0.4
PARD6A,KIT,0.4
PARD6A,ABL2,0.4
PARD6A,FYN,0.4
PARD6A,YES1,0.4
PARD6A,EPHA2,0.4
PARD6A,STAT5B,0.4
GNB1,PHF13,0.2
RAD50,XRCC4,0.1775
RAD50,RAD51,0.1775
RAD50,XRCC6,0.1775
RAD50,RAD51B,0.1775
RAD50,XRCC2,0.1775
RAD50,RAD51C,0.1775
FGF10,NCLN,0.3
FGF10,STRN4,0.3
PSMA2,KRAS,0.6
HSPBP1,TRIM28,0.2
ST8SIA3,KRAS,0.6
H2AC15,MYC,0.554
APOBEC2,PTEN,0.3
ANKH,KRAS,0.44
ANKH,HRAS,0.44
ANKH,NRAS,0.44
POGK,USP21,0.2
FHL2,RALB,0.2
FHL2,UBQLN4,0.3
FHL2,HNRNPH1,0.3
FHL2,MYC,0.527
SEZ6L,FOXN4,0.3
TNIP2,TSC22D2,0.3
RSAD1,TSC22D2,0.3
ADH7,KRAS,0.6
SNX7,LARP6,0.3
SNX7,THBS1,0.3
MYH7,CD79B,0.3
RNPS1,SEMA3E,0.3
RNPS1,TES,0.3
IKZF5,NSMCE4A,0.2
BCKDK,CYP3A4,0.5
BCKDK,IL12A,0.85
BCKDK,VKORC1,0.2
BCKDK,PRKCD,0.85
BCKDK,MAP2,0.5
BCKDK,CYP1B1,0.5
BCKDK,CYP2C8,0.5
BCKDK,NR1I2,0.5
BCKDK,SLCO1B3,0.5
BCKDK,BCL2,0.5
BCKDK,CYP11B2,0.85
BCKDK,DMPK,0.85
BCKDK,TSPO,0.85
BCKDK,MAP4,0.5
BCKDK,MGRN1,0.2
BCKDK,TUBB1,0.5
BCKDK,CYP3A5,0.5
BCKDK,TK1,0.85
BCKDK,STUB1,0.2
BCKDK,MAP3K4,0.85
BCKDK,CYP3A7,0.5
BCKDK,GPX1,0.85
BCKDK,MAPT,0.5
BCKDK,GRB2,0.85
BCKDK,CYP2C9,0.5
BCKDK,CYP19A1,0.5
MRPL50,NACA,0.85
MRPL50,TUBGCP3,0.85
MRPL50,ZNF830,0.85
MRPL50,TTC4,0.85
MRPL50,TUBB,0.85
MRPL50,PSMD1,0.85
MTFR1,UBE2V2,0.2
MTFR1,POLR2K,0.2
MTFR1,YWHAZ,0.2
PRKCE,FYN,0.4
PRKCE,LCK,0.4
PRKCE,STAT5B,0.4
PRKCE,EPHA2,0.4
PRKCE,ABL1,0.4
PRKCE,KIT,0.4
PRKCE,YES1,0.4
PRKCE,ABL2,0.4
SELE,SH2D5,0.3
GABPB2,KRAS,0.6
OC90,SERPINB4,0.3
OC90,SERPINB7,0.3
OC90,SERPINB3,0.3
OC90,TP53,0.3
MAP3K9,RGS1,0.3
MAP3K9,CLDN4,0.3
SOX10,CDX1,0.3
CXCL16,KRAS,0.6
CXCL16,NRAS,0.452
CXCL16,HRAS,0.452
CXCL16,RAB25,0.3
F5,ATM,0.3
ERGIC3,PIGT,0.2
PPP1R12B,PTEN,0.3
DNMT1,PRKCZ,0.85
DNMT1,MAP3K10,0.85
DNMT1,SMARCB1,0.3
DNMT1,RANBP3,0.2
DNMT1,NFATC3,0.3
DNMT1,HTR3C,0.3
DNMT1,NAE1,0.629
DNMT1,PLA2G2E,0.85
DNMT1,GTPBP3,0.2
FKBP14,GMPR,0.3
FKBP14,ANXA5,0.3
FKBP14,STRN4,0.3
GPRC5A,USP49,0.3
GPRC5A,DSG2,0.3
GPRC5A,MDC1,0.3
GPRC5A,TM4SF1,0.2
GPRC5A,STYK1,0.2
GPRC5A,LSR,0.2
GPRC5A,MET,0.2
GPRC5A,UBE4B,0.3
GPRC5A,LTBR,0.2
DSC2,ELMO3,0.176
KBTBD6,KBTBD7,0.2
MCF2,PTEN,0.3
LRATD2,TPM2,0.3
LRATD2,BRCA1,0.3
LRATD2,TP53,0.3
PTPRJ,RPS6KA4,0.85
PTPRJ,RELA,0.85
NCAPG2,RYR2,0.3
NCAPG2,TLR5,0.3
H2BC7,H3C6,0.2
DNAH11,MYC,0.548
FUT3,HRAS,0.461
FUT3,NRAS,0.461
FUT3,OVOL1,0.3
FUT3,KRAS,0.461
PRB1,STATH,0.17
CRYM,KRAS,0.452
CRYM,HRAS,0.452
CRYM,NRAS,0.452
ANXA4,LTBR,0.2
ANXA4,TM4SF1,0.2
EHMT1,WDR5,0.2
EHMT1,GTF3C5,0.2
EHMT1,TTF1,0.2
MASP1,TP53,0.3
DHDDS,YARS2,0.3
A2ML1,HRAS,0.452
A2ML1,NRAS,0.452
A2ML1,KRAS,0.452
A2ML1,MAST2,0.3
VPS52,RAB1B,0.6
VPS52,PTAR1,0.6
VPS52,KRAS,0.6
VPS52,RAB1A,0.6
ACKR4,HRAS,0.443
ACKR4,KRAS,0.443
ACKR4,NRAS,0.443
TRPM7,ABL2,0.4
TRPM7,TTC4,0.85
TRPM7,ABL1,0.4
TRPM7,LCK,0.4
TRPM7,YES1,0.4
TRPM7,EPHA2,0.4
TRPM7,FYN,0.4
TRPM7,STAT5B,0.4
TRPM7,KIT,0.4
VPS4A,NELFB,0.3
VPS4A,ZNF574,0.85
VPS4A,UBA1,0.3
EPC1,NAE1,0.611
GRID1,DNAJB6,0.3
GRID1,TMEM126B,0.3
GRID1,SDHD,0.3
TNFSF10,TP53,0.3
LCP1,NAE1,0.638
RPTOR,TTC4,0.85
RPTOR,VPS29,0.85
HELLS,RFC2,0.3
HELLS,TOPBP1,0.3
HELLS,PCNA,0.3
HELLS,ZNF107,0.3
HELLS,SFPQ,0.3
FAAH,MYC,0.533
PPP1R8,NXF1,0.3
EIF5A,NAE1,0.5
EIF5A,RAB1A,0.4305
ATP6V1G3,PTEN,0.3
RAB5B,KRAS,0.6
FMR1NB,HRAS,0.449
FMR1NB,KRAS,0.6
FMR1NB,NRAS,0.449
NME1-NME2,UTP18,0.2
VEGFC,CAPN2,0.3
VEGFC,INHBA,0.3
VEGFC,TFPI2,0.3
VEGFC,CRIM1,0.3
VEGFC,AOX1,0.3
VEGFC,GSDME,0.3
HNRNPH3,MYC,0.554
HNRNPH3,FUS,0.3
HNRNPH3,HNRNPM,0.3
HNRNPH3,KIF11,0.2
MRPS27,NACA,0.85
MRPS27,NUP85,0.85
MRPS27,POLR2K,0.85
MRPS27,RPL5,0.85
MRPS27,RPLP1,0.85
MRPS27,PPWD1,0.85
MRPS27,TTC4,0.85
MRPS27,PTTG1,0.85
MRPS27,TUBGCP3,0.85
MRPS27,SPAG7,0.85
MRPS27,RPL13,0.85
MRPS27,RTF1,0.85
MRPS27,SNIP1,0.85
MRPS27,PNN,0.85
MRPS27,ROMO1,0.85
MRPS27,ZNF830,0.85
MRPS27,PMF1,0.85
MRPS27,ZWINT,0.85
MRPS27,RBM17,0.85
MRPS27,TRMT5,0.85
MRPS27,NFYC,0.85
FAN1,NAE1,0.5
KHDRBS3,KRAS,0.44
KHDRBS3,BRCA1,0.3
KHDRBS3,NRAS,0.44
GALNT15,NRAS,0.452
GALNT15,PTCD1,0.3
GALNT15,KRAS,0.452
GALNT15,HRAS,0.452
DNAJB11,BRCA1,0.3
PNMT,SSTR5,0.85
PNMT,TST,0.85
ENO1,YAF2,0.3
ENO1,LDHA,0.85
ENO1,HK1,0.85
ENO1,PKM,0.85
ENO1,CD46,0.3
ENO1,GAPDH,0.85
ENO1,B4GAT1,0.3
ENO1,PDHX,0.85
ENO1,TMED5,0.2
ENO1,RIDA,0.3
ENO1,LDHB,0.85
CCNQ,NSDHL,0.2
SON,KRAS,0.6
ACVR2B,NRAS,0.455
ACVR2B,HRAS,0.455
ACVR2B,KRAS,0.455
JTB,MRPL9,0.2
JTB,PTAR1,0.6
JTB,RAB1A,0.6
RPS6KL1,RRM1,0.557
RPS6KL1,SLC29A1,0.557
RPS6KL1,TYMS,0.557
RPS6KL1,SLC28A1,0.557
RPS6KL1,SLC29A2,0.557
HIPK1,IGF2BP1,0.3
HIPK1,SLC29A1,0.485
HIPK1,SLC29A2,0.485
HIPK1,TYMS,0.485
HIPK1,LRIG2,0.2
HIPK1,SLC28A1,0.485
HIPK1,SIKE1,0.2
HIPK1,RRM1,0.485
KCNH7,NRAS,0.536
RBM26,HNRNPA3,0.3
RBM26,CCAR1,0.3
RBM26,USPL1,0.2
RBM26,ZRANB2,0.3
PFDN5,RPLP0,0.2
MAL2,PLEKHG6,0.2
MAL2,TUFT1,0.2
MAL2,TP53,0.3
MAL2,RAB11FIP1,0.2
CXorf65,IL2RG,0.2
TMED2,PTAR1,0.6
TMED2,URI1,0.3
TMED2,CUL4B,0.3
TMED2,RAB1A,0.6
TMED2,GPR89B,0.3
LEFTY1,LPP,0.3
GNGT1,KRAS,0.455
GNGT1,NRAS,0.455
GNGT1,HRAS,0.455
NID1,RAPSN,0.3
NID1,NUP43,0.3
AGPAT1,RC3H2,0.3
AGPAT1,KSR1,0.85
AGPAT1,AKT2,0.85
AGPAT1,TYK2,0.85
AGPAT1,CKM,0.85
AGPAT1,TSPO,0.85
AGPAT1,PDK2,0.85
AGPAT1,ILK,0.85
AGPAT1,INPP1,0.85
AGPAT1,SPHK1,0.85
AGPAT1,PRKAA1,0.85
DAPP1,SEMA4A,0.3
KDM4B,SMARCC2,0.3
KDM4B,MED16,0.2
KDM4B,POGZ,0.3
TMEM19,NHLH2,0.3
KDM2A,NRAS,0.458
KDM2A,HRAS,0.458
KDM2A,PTPRCAP,0.2
CASP7,CASP8,0.1775
CASP7,TNFRSF10B,0.1775
CASP7,IKBKB,0.1775
CASP7,SRC,0.1775
CASP7,NAE1,0.611
CASP7,TNFRSF10A,0.1775
MED15,TRMT2A,0.2
SFXN4,COX5A,0.3
SULF2,MYC,0.4
TMBIM4,IGSF11,0.3
HNF1B,IGF2BP3,0.3
MLF2,NRAS,0.461
MLF2,KRAS,0.6
MLF2,CFB,0.3
HMBOX1,NRAS,0.455
HMBOX1,MTMR9,0.2
HMBOX1,INTS10,0.2
HMBOX1,TNKS,0.2
HMBOX1,HRAS,0.455
HMBOX1,MCPH1,0.2
HMBOX1,KRAS,0.455
HMBOX1,TWIST1,0.3
ATP6AP1,MBTPS2,0.85
ATP6AP1,WDR7,0.85
ATP6AP1,PRIM2,0.85
ATP6AP1,CAMLG,0.85
ATP6AP1,CDC26,0.85
ATP6AP1,PPP2R2A,0.85
ATP6AP1,PSMD12,0.85
ATP6AP1,PTTG1,0.85
ATP6AP1,LEO1,0.85
ATP6AP1,RAE1,0.85
ATP6AP1,EFR3A,0.85
ATP6AP1,NUDC,0.85
ATP6AP1,COG3,0.85
ATP6AP1,WDR61,0.85
ATP6AP1,RPS28,0.85
ATP6AP1,RPS5,0.85
ATP6AP1,GFER,0.85
ATP6AP1,METAP2,0.85
ATP6AP1,BNIP1,0.85
ATP6AP1,GFI1B,0.85
ATP6AP1,EMC2,0.85
ATP6AP1,DMAP1,0.85
ATP6AP1,CDC73,0.85
ATP6AP1,FDPS,0.85
ATP6AP1,SEC22B,0.85
ATP6AP1,SNRNP200,0.85
PDGFRA,RARA,0.509
PDGFRA,PRMT8,0.44
PDGFRA,SESTD1,0.515
PDGFRA,RTP4,0.509
PDGFRA,SORBS1,0.503
PDGFRA,SETMAR,0.506
PDGFRA,VHL,0.85
PDGFRA,SRSF1,0.446
PDGFRA,TRIM24,0.509
PDGFRA,SMARCA1,0.506
PDGFRA,TFAP2B,0.53
PDGFRA,ZNF473,0.515
PDGFRA,RPL35,0.509
PDGFRA,PYROXD1,0.503
PDGFRA,SRI,0.506
PDGFRA,SYT11,0.503
PDGFRA,RO60,0.527
PDGFRA,PPP3CB,0.443
PDGFRA,PPP1R2,0.506
PDGFRA,RAP1A,0.503
PDGFRA,RCAN2,0.443
PDGFRA,ZP3,0.521
PDGFRA,PRKCQ,0.521
PDGFRA,TPM1,0.512
PDGFRA,UGT1A7,0.557
PDGFRA,PDLIM5,0.587
PDGFRA,SNX10,0.503
PDGFRA,SKP1,0.506
PDGFRA,SAT1,0.512
PDGFRA,SCAF11,0.506
PDGFRA,RPL21,0.533
PDGFRA,TRIP11,0.509
PDGFRA,PLCB1,0.443
PDGFRA,THAP1,0.506
PDGFRA,RYK,0.44
PDGFRA,ZNF140,0.506
PDGFRA,PGLS,0.581
PDGFRA,SV2B,0.506
PDGFRA,PPP3CA,0.44
PDGFRA,UBA6,0.515
PDGFRA,TNFRSF9,0.506
PDGFRA,SP100,0.503
PDGFRA,RCAN1,0.44
PDGFRA,TLE1,0.509
PDGFRA,SPTB,0.506
PDGFRA,RPL36A,0.518
PDGFRA,SEL1L,0.506
PDGFRA,PLEKHM1,0.506
PDGFRA,UBE3A,0.509
PDGFRA,TBCCD1,0.512
PDGFRA,RRM2,0.85
